"","Year","datatopic","peryear_indicators"
"1474",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1475",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1476",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1477",1985,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1478",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1479",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1480",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1481",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1482",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1483",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1484",1985,"Economic Policy & Debt: Official development assistance",41
"1485",1985,"Education: Efficiency",18
"1486",1985,"Education: Inputs",19
"1487",1985,"Education: Outcomes",31
"1488",1985,"Education: Participation",43
"1489",1985,"Employment and Time Use",1
"1490",1985,"Environment: Agricultural production",11
"1491",1985,"Environment: Density & urbanization",11
"1492",1985,"Environment: Energy production & use",15
"1493",1985,"Environment: Freshwater",9
"1494",1985,"Environment: Land use",9
"1495",1985,"Environment: Natural resources contribution to GDP",6
"1496",1985,"Financial Sector: Assets",9
"1497",1985,"Financial Sector: Capital markets",6
"1498",1985,"Financial Sector: Exchange rates & prices",8
"1499",1985,"Financial Sector: Interest rates",5
"1500",1985,"Financial Sector: Monetary holdings (liabilities)",4
"1501",1985,"Gender: Agency",2
"1502",1985,"Health: Disease prevention",3
"1503",1985,"Health: Health systems",2
"1504",1985,"Health: Mortality",17
"1505",1985,"Health: Nutrition",4
"1506",1985,"Health: Population: Dynamics",6
"1507",1985,"Health: Population: Structure",58
"1508",1985,"Health: Reproductive health",10
"1509",1985,"Health: Universal Health Coverage",11
"1510",1985,"Infrastructure: Communications",7
"1511",1985,"Infrastructure: Technology",4
"1512",1985,"Infrastructure: Transportation",3
"1513",1985,"Poverty: Income distribution",9
"1514",1985,"Poverty: Poverty rates",7
"1515",1985,"Poverty: Shared prosperity",1
"1516",1985,"Private Sector & Trade: Exports",23
"1517",1985,"Private Sector & Trade: Imports",23
"1518",1985,"Private Sector & Trade: Private infrastructure investment",6
"1519",1985,"Private Sector & Trade: Total merchandise trade",1
"1520",1985,"Private Sector & Trade: Trade price indices",2
"1521",1985,"Public Sector: Defense & arms trade",6
"1522",1985,"Public Sector: Government finance: Deficit & financing",8
"1523",1985,"Public Sector: Government finance: Expense",11
"1524",1985,"Public Sector: Government finance: Revenue",22
"1525",1985,"Social Protection & Labor: Economic activity",9
"1526",1985,"Social Protection & Labor: Labor force structure",7
"1527",1985,"Social Protection & Labor: Migration",4
"1528",1985,"Social Protection & Labor: Unemployment",9
"1529",1985,"Trade",5
"1530",1986,"",31
"1531",1986,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1532",1986,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1533",1986,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1534",1986,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1535",1986,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1536",1986,"Economic Policy & Debt: External debt: Debt outstanding",9
"1537",1986,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"1538",1986,"Economic Policy & Debt: External debt: Debt service",5
"1539",1986,"Economic Policy & Debt: External debt: Net flows",20
"1540",1986,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"1541",1986,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1542",1986,"Economic Policy & Debt: National accounts: Growth rates",16
"1543",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"1544",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1545",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1546",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1547",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1548",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1549",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1550",1986,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1551",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1552",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1553",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1554",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1555",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1556",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1557",1986,"Economic Policy & Debt: Official development assistance",41
"1558",1986,"Education: Efficiency",18
"1559",1986,"Education: Inputs",21
"1560",1986,"Education: Outcomes",31
"1561",1986,"Education: Participation",43
"1562",1986,"Employment and Time Use",1
"1563",1986,"Environment: Agricultural production",11
"1564",1986,"Environment: Density & urbanization",11
"1565",1986,"Environment: Energy production & use",15
"1566",1986,"Environment: Freshwater",9
"1567",1986,"Environment: Land use",9
"1568",1986,"Environment: Natural resources contribution to GDP",6
"1569",1986,"Financial Sector: Assets",9
"1570",1986,"Financial Sector: Capital markets",6
"1571",1986,"Financial Sector: Exchange rates & prices",8
"1572",1986,"Financial Sector: Interest rates",5
"1573",1986,"Financial Sector: Monetary holdings (liabilities)",4
"1574",1986,"Gender: Agency",2
"1575",1986,"Health: Disease prevention",4
"1576",1986,"Health: Health systems",2
"1577",1986,"Health: Mortality",17
"1578",1986,"Health: Nutrition",16
"1579",1986,"Health: Population: Dynamics",6
"1580",1986,"Health: Population: Structure",58
"1581",1986,"Health: Reproductive health",11
"1582",1986,"Health: Universal Health Coverage",11
"1583",1986,"Infrastructure: Communications",7
"1584",1986,"Infrastructure: Technology",4
"1585",1986,"Infrastructure: Transportation",3
"1586",1986,"Poverty: Income distribution",9
"1587",1986,"Poverty: Poverty rates",7
"1588",1986,"Poverty: Shared prosperity",1
"1589",1986,"Private Sector & Trade: Exports",23
"1590",1986,"Private Sector & Trade: Imports",23
"1591",1986,"Private Sector & Trade: Private infrastructure investment",2
"1592",1986,"Private Sector & Trade: Total merchandise trade",1
"1593",1986,"Private Sector & Trade: Trade price indices",2
"1594",1986,"Public Sector: Defense & arms trade",5
"1595",1986,"Public Sector: Government finance: Deficit & financing",8
"1596",1986,"Public Sector: Government finance: Expense",11
"1597",1986,"Public Sector: Government finance: Revenue",22
"1598",1986,"Social Protection & Labor: Economic activity",9
"1599",1986,"Social Protection & Labor: Labor force structure",7
"1600",1986,"Social Protection & Labor: Migration",3
"1601",1986,"Social Protection & Labor: Unemployment",9
"1602",1986,"Trade",5
"1603",1987,"",31
"1604",1987,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1605",1987,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1606",1987,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1607",1987,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1608",1987,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1609",1987,"Economic Policy & Debt: External debt: Debt outstanding",9
"1610",1987,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"1611",1987,"Economic Policy & Debt: External debt: Debt service",5
"1612",1987,"Economic Policy & Debt: External debt: Net flows",20
"1613",1987,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"1614",1987,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1615",1987,"Economic Policy & Debt: National accounts: Growth rates",16
"1616",1987,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"1617",1987,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1618",1987,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1619",1987,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1620",1987,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1621",1987,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1622",1987,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1623",1987,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1624",1987,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1625",1987,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1626",1987,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1627",1987,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1628",1987,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1629",1987,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1630",1987,"Economic Policy & Debt: Official development assistance",42
"1631",1987,"Education: Efficiency",18
"1632",1987,"Education: Inputs",19
"1633",1987,"Education: Outcomes",28
"1634",1987,"Education: Participation",43
"1635",1987,"Employment and Time Use",1
"1636",1987,"Environment: Agricultural production",11
"1637",1987,"Environment: Density & urbanization",11
"1638",1987,"Environment: Energy production & use",15
"1639",1987,"Environment: Freshwater",9
"1640",1987,"Environment: Land use",9
"1641",1987,"Environment: Natural resources contribution to GDP",6
"1642",1987,"Financial Sector: Assets",9
"1643",1987,"Financial Sector: Capital markets",6
"1644",1987,"Financial Sector: Exchange rates & prices",8
"1645",1987,"Financial Sector: Interest rates",5
"1646",1987,"Financial Sector: Monetary holdings (liabilities)",4
"1647",1987,"Gender: Agency",2
"1648",1987,"Health: Disease prevention",4
"1649",1987,"Health: Health systems",2
"1650",1987,"Health: Mortality",17
"1651",1987,"Health: Nutrition",16
"1652",1987,"Health: Population: Dynamics",6
"1653",1987,"Health: Population: Structure",58
"1654",1987,"Health: Reproductive health",11
"1655",1987,"Health: Universal Health Coverage",11
"1656",1987,"Infrastructure: Communications",7
"1657",1987,"Infrastructure: Technology",4
"1658",1987,"Infrastructure: Transportation",3
"1659",1987,"Poverty: Income distribution",9
"1660",1987,"Poverty: Poverty rates",7
"1661",1987,"Poverty: Shared prosperity",1
"1662",1987,"Private Sector & Trade: Exports",23
"1663",1987,"Private Sector & Trade: Imports",23
"1664",1987,"Private Sector & Trade: Private infrastructure investment",7
"1665",1987,"Private Sector & Trade: Total merchandise trade",1
"1666",1987,"Private Sector & Trade: Trade price indices",2
"1667",1987,"Public Sector: Defense & arms trade",5
"1668",1987,"Public Sector: Government finance: Deficit & financing",8
"1669",1987,"Public Sector: Government finance: Expense",11
"1670",1987,"Public Sector: Government finance: Revenue",22
"1671",1987,"Social Protection & Labor: Economic activity",9
"1672",1987,"Social Protection & Labor: Labor force structure",16
"1673",1987,"Social Protection & Labor: Migration",3
"1674",1987,"Social Protection & Labor: Unemployment",18
"1675",1987,"Trade",5
"1676",1988,"",31
"1677",1988,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
