"","Year","datatopic","peryear_indicators"
"1363",1984,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1364",1984,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1365",1984,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1366",1984,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1367",1984,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1368",1984,"Economic Policy & Debt: External debt: Debt outstanding",9
"1369",1984,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"1370",1984,"Economic Policy & Debt: External debt: Debt service",5
"1371",1984,"Economic Policy & Debt: External debt: Net flows",20
"1372",1984,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"1373",1984,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1374",1984,"Economic Policy & Debt: National accounts: Growth rates",16
"1375",1984,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"1376",1984,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1377",1984,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1378",1984,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1379",1984,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1380",1984,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1381",1984,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1382",1984,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1383",1984,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1384",1984,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1385",1984,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1386",1984,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1387",1984,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1388",1984,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1389",1984,"Economic Policy & Debt: Official development assistance",41
"1390",1984,"Education: Efficiency",18
"1391",1984,"Education: Inputs",19
"1392",1984,"Education: Outcomes",31
"1393",1984,"Education: Participation",43
"1394",1984,"Employment and Time Use",1
"1395",1984,"Environment: Agricultural production",11
"1396",1984,"Environment: Density & urbanization",11
"1397",1984,"Environment: Emissions",31
"1398",1984,"Environment: Freshwater",9
"1399",1984,"Environment: Land use",9
"1400",1984,"Environment: Natural resources contribution to GDP",6
"1401",1984,"Financial Sector: Assets",9
"1402",1984,"Financial Sector: Capital markets",6
"1403",1984,"Financial Sector: Exchange rates & prices",8
"1404",1984,"Financial Sector: Interest rates",5
"1405",1984,"Financial Sector: Monetary holdings (liabilities)",4
"1406",1984,"Health: Disease prevention",2
"1407",1984,"Health: Health systems",2
"1408",1984,"Health: Mortality",17
"1409",1984,"Health: Population: Dynamics",6
"1410",1984,"Health: Population: Structure",58
"1411",1984,"Health: Reproductive health",8
"1412",1984,"Infrastructure: Communications",6
"1413",1984,"Infrastructure: Technology",4
"1414",1984,"Infrastructure: Transportation",3
"1415",1984,"Poverty: Income distribution",9
"1416",1984,"Poverty: Poverty rates",7
"1417",1984,"Poverty: Shared prosperity",1
"1418",1984,"Private Sector & Trade: Exports",23
"1419",1984,"Private Sector & Trade: Imports",23
"1420",1984,"Private Sector & Trade: Private infrastructure investment",4
"1421",1984,"Private Sector & Trade: Total merchandise trade",1
"1422",1984,"Private Sector & Trade: Trade price indices",2
"1423",1984,"Public Sector: Defense & arms trade",5
"1424",1984,"Public Sector: Government finance: Deficit & financing",8
"1425",1984,"Public Sector: Government finance: Expense",11
"1426",1984,"Public Sector: Government finance: Revenue",22
"1427",1984,"Social Protection & Labor: Economic activity",9
"1428",1984,"Social Protection & Labor: Labor force structure",7
"1429",1984,"Social Protection & Labor: Migration",5
"1430",1984,"Social Protection & Labor: Unemployment",9
"1431",1984,"Trade",5
"1432",1985,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1433",1985,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1434",1985,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1435",1985,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1436",1985,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1437",1985,"Economic Policy & Debt: External debt: Debt outstanding",9
"1438",1985,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"1439",1985,"Economic Policy & Debt: External debt: Debt service",5
"1440",1985,"Economic Policy & Debt: External debt: Net flows",20
"1441",1985,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"1442",1985,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1443",1985,"Economic Policy & Debt: National accounts: Growth rates",16
"1444",1985,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"1445",1985,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1446",1985,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1447",1985,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1448",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1449",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1450",1985,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1451",1985,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1452",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1453",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1454",1985,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1455",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1456",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1457",1985,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1458",1985,"Economic Policy & Debt: Official development assistance",41
"1459",1985,"Education: Efficiency",18
"1460",1985,"Education: Inputs",19
"1461",1985,"Education: Outcomes",31
"1462",1985,"Education: Participation",43
"1463",1985,"Employment and Time Use",1
"1464",1985,"Environment: Agricultural production",11
"1465",1985,"Environment: Density & urbanization",11
"1466",1985,"Environment: Emissions",31
"1467",1985,"Environment: Freshwater",9
"1468",1985,"Environment: Land use",9
"1469",1985,"Environment: Natural resources contribution to GDP",6
"1470",1985,"Financial Sector: Assets",9
"1471",1985,"Financial Sector: Capital markets",6
"1472",1985,"Financial Sector: Exchange rates & prices",8
"1473",1985,"Financial Sector: Interest rates",5
"1474",1985,"Financial Sector: Monetary holdings (liabilities)",4
"1475",1985,"Gender: Agency",2
"1476",1985,"Health: Disease prevention",3
"1477",1985,"Health: Health systems",2
"1478",1985,"Health: Mortality",17
"1479",1985,"Health: Nutrition",4
"1480",1985,"Health: Population: Dynamics",6
"1481",1985,"Health: Population: Structure",58
"1482",1985,"Health: Reproductive health",14
"1483",1985,"Health: Universal Health Coverage",11
"1484",1985,"Infrastructure: Communications",6
"1485",1985,"Infrastructure: Technology",4
"1486",1985,"Infrastructure: Transportation",3
"1487",1985,"Poverty: Income distribution",9
"1488",1985,"Poverty: Poverty rates",8
"1489",1985,"Poverty: Shared prosperity",1
"1490",1985,"Private Sector & Trade: Exports",23
"1491",1985,"Private Sector & Trade: Imports",23
"1492",1985,"Private Sector & Trade: Private infrastructure investment",6
"1493",1985,"Private Sector & Trade: Total merchandise trade",1
"1494",1985,"Private Sector & Trade: Trade price indices",2
"1495",1985,"Public Sector: Defense & arms trade",6
"1496",1985,"Public Sector: Government finance: Deficit & financing",8
"1497",1985,"Public Sector: Government finance: Expense",11
"1498",1985,"Public Sector: Government finance: Revenue",22
"1499",1985,"Social Protection & Labor: Economic activity",9
"1500",1985,"Social Protection & Labor: Labor force structure",7
"1501",1985,"Social Protection & Labor: Migration",5
"1502",1985,"Social Protection & Labor: Unemployment",9
"1503",1985,"Trade",5
"1504",1986,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1505",1986,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1506",1986,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1507",1986,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1508",1986,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1509",1986,"Economic Policy & Debt: External debt: Debt outstanding",9
"1510",1986,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"1511",1986,"Economic Policy & Debt: External debt: Debt service",5
"1512",1986,"Economic Policy & Debt: External debt: Net flows",20
"1513",1986,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"1514",1986,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1515",1986,"Economic Policy & Debt: National accounts: Growth rates",16
"1516",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"1517",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1518",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1519",1986,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1520",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"1521",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1522",1986,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1523",1986,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1524",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1525",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1526",1986,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1527",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1528",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1529",1986,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1530",1986,"Economic Policy & Debt: Official development assistance",41
"1531",1986,"Education: Efficiency",18
"1532",1986,"Education: Inputs",21
"1533",1986,"Education: Outcomes",31
"1534",1986,"Education: Participation",43
"1535",1986,"Employment and Time Use",1
"1536",1986,"Environment: Agricultural production",11
"1537",1986,"Environment: Density & urbanization",11
"1538",1986,"Environment: Emissions",31
"1539",1986,"Environment: Freshwater",9
"1540",1986,"Environment: Land use",9
"1541",1986,"Environment: Natural resources contribution to GDP",6
"1542",1986,"Financial Sector: Assets",9
"1543",1986,"Financial Sector: Capital markets",6
"1544",1986,"Financial Sector: Exchange rates & prices",8
"1545",1986,"Financial Sector: Interest rates",5
"1546",1986,"Financial Sector: Monetary holdings (liabilities)",4
"1547",1986,"Gender: Agency",2
"1548",1986,"Health: Disease prevention",4
"1549",1986,"Health: Health systems",2
"1550",1986,"Health: Mortality",17
"1551",1986,"Health: Nutrition",16
"1552",1986,"Health: Population: Dynamics",6
"1553",1986,"Health: Population: Structure",58
